"cellid","y.1","y.2","y.3","g2.1","g2.2","g2.3","x.loc","y.loc"
1571,0,0,0,-0.847047747578472,0.143588395323604,-0.218314679805189,211.5,46.5
1580,1,0,1,-0.508806438650936,-0.713144965935498,0.155363156460226,238.5,46.5
1585,1,0,0,0.988495006691664,0.198722737841308,-0.524475220125169,253.5,46.5
1587,1,0,1,0.0822635223157704,-0.502628928981721,-0.905690405983478,259.5,46.5
1588,0,1,0,-0.614367940463126,0.701784500852227,-0.764844092540443,262.5,46.5
1596,0,0,0,0.054763940628618,0.140134007204324,0.324533207342029,286.5,46.5
1598,0,0,1,0.983351809903979,0.831988991238177,0.437709318473935,292.5,46.5
1605,0,0,0,0.620777852833271,-0.514619117137045,-0.60526690678671,13.5,49.5
1608,0,0,0,-0.143688335549086,-0.285233677830547,-0.328955348581076,22.5,49.5
1609,0,0,0,0.467993799131364,0.586596126668155,-0.184011664707214,25.5,49.5
1610,0,0,0,0.216947385575622,-0.0499305562116206,-0.768769258167595,28.5,49.5
1615,0,0,0,0.0758947185240686,-0.214173395652324,-0.775064438115805,43.5,49.5
1618,0,0,0,-0.329547547735274,0.43138885917142,-0.817246310412884,52.5,49.5
1623,0,0,0,0.458288086112589,0.674874420743436,0.439750628080219,67.5,49.5
1632,0,0,0,-0.810361872427166,0.392691227607429,-0.147786335553974,94.5,49.5
1635,0,0,0,-0.499429225921631,-0.26926622306928,0.673973586410284,103.5,49.5
1646,0,0,0,0.487536629661918,0.387406043708324,0.960025089792907,136.5,49.5
1648,0,0,0,0.784657314885408,-0.321568523533642,0.62218793714419,142.5,49.5
1651,0,0,0,0.0553977335803211,0.996521625202149,-0.205878998618573,151.5,49.5
1653,0,0,0,-0.0371217643842101,0.949529299978167,0.0455531692132354,157.5,49.5
1663,0,0,0,0.294887774158269,0.119586986023933,-0.273048545233905,187.5,49.5
1664,0,0,0,-0.889888039324433,-0.160785977728665,-0.896979925688356,190.5,49.5
1678,0,0,0,0.709663637913764,-0.63038624683395,0.72768408851698,232.5,49.5
1680,0,0,0,-0.759662922937423,-0.813963303342462,-0.978426011279225,238.5,49.5
1683,1,0,0,0.168215576559305,-0.670681883115321,0.166338938288391,247.5,49.5
1690,0,0,0,-0.370311670936644,0.390075642149895,0.0244506131857634,268.5,49.5
1691,0,0,1,-0.224849065765738,-0.91683439956978,0.797813274431974,271.5,49.5
1693,1,0,0,-0.228323291521519,0.446379860397428,0.911112891510129,277.5,49.5
1701,0,0,0,-0.512532616499811,0.263473154045641,0.653782303910702,1.5,52.5
1702,0,0,0,0.501926343422383,0.390139203052968,0.737809001468122,4.5,52.5
1705,0,0,0,-0.439143616240472,0.79099992942065,0.762640221044421,13.5,52.5
1717,0,0,0,0.511800855398178,-0.0301400735042989,0.94817804871127,49.5,52.5
1718,0,0,0,0.278396726120263,-0.746570834890008,0.796772556845099,52.5,52.5
1719,0,0,0,-0.794641127344221,0.975327719934285,-0.526168337091804,55.5,52.5
1721,0,0,0,-0.570177636109293,0.460569428745657,0.276192830875516,61.5,52.5
1722,0,0,0,-0.496329328045249,-0.700514734722674,-0.715925026684999,64.5,52.5
1728,0,0,0,-0.434159369207919,-0.309904629830271,-0.266960619483143,82.5,52.5
1729,0,0,0,-0.975148712284863,-0.0262765563093126,0.836445122491568,85.5,52.5
1742,0,0,0,0.186286551412195,-0.653053242247552,0.493706327397376,124.5,52.5
1754,0,0,0,-0.976209050510079,0.343050778843462,-0.801704456564039,160.5,52.5
1757,0,0,0,0.203222724143416,-0.949809429235756,0.487284270580858,169.5,52.5
1761,0,0,0,-0.154682864435017,-0.324901577550918,-0.425394788850099,181.5,52.5
1762,0,1,0,0.151559012942016,0.0242686690762639,-0.253066489472985,184.5,52.5
1765,0,0,1,-0.418287966866046,-0.309458346106112,0.792319352272898,193.5,52.5
1767,1,1,1,-0.471866469830275,-0.942698914557695,0.260839326307178,199.5,52.5
1769,1,1,0,-0.240618557203561,-0.472717847675085,0.123810410033911,205.5,52.5
1770,0,0,0,0.193944949191064,0.647527016699314,-0.526224354282022,208.5,52.5
1775,1,0,1,-0.669923140667379,0.994457123801112,0.895548706874251,223.5,52.5
1782,0,0,1,-0.00423817429691553,-0.0329019539058208,0.30571270827204,244.5,52.5
1783,1,0,1,-0.0352012268267572,0.116672626230866,0.102458994369954,247.5,52.5
1789,0,0,0,0.581892848946154,-0.832536423113197,-0.661859411746264,265.5,52.5
1791,1,1,0,-0.0345889972522855,0.620063555426896,-0.436946026049554,271.5,52.5
1792,0,0,0,0.328605310525745,-0.99645989574492,-0.050170382950455,274.5,52.5
1795,0,0,0,0.433844135142863,-0.85513195162639,-0.328726722858846,283.5,52.5
1799,1,1,0,0.255165207199752,-0.171854208689183,-0.0172210792079568,295.5,52.5
1801,0,0,0,0.194445389788598,-0.362503160256892,-0.149733775760978,1.5,55.5
1804,0,0,0,-0.640090245753527,-0.594158184714615,-0.645552402362227,10.5,55.5
1808,0,0,0,0.79786603525281,-0.671060334891081,-0.514984202571213,22.5,55.5
1820,0,0,0,-0.402644632384181,0.27529548574239,0.016542392782867,58.5,55.5
1822,0,0,0,0.0280444757081568,-0.22888075420633,0.389707449823618,64.5,55.5
1836,0,0,0,-0.499190003145486,-0.325417072977871,0.73736878670752,106.5,55.5
1838,0,0,0,-0.882819393184036,-0.293021315243095,-0.573817971162498,112.5,55.5
1850,0,0,0,0.293112960644066,-0.50977335870266,-0.617485740687698,148.5,55.5
1852,0,0,0,0.716005872469395,0.179411118384451,0.420676106121391,154.5,55.5
1854,0,0,0,-0.716433237772435,0.44114035461098,0.692357281222939,160.5,55.5
1861,0,0,0,-0.118644290603697,0.02392857382074,0.0569029990583658,181.5,55.5
1864,0,0,0,-0.628395246807486,0.629052305128425,0.996469540521502,190.5,55.5
1875,0,0,0,-0.476158131845295,0.0700825667008758,0.581516879145056,223.5,55.5
1895,0,0,0,-0.47232039924711,0.124198410660028,-0.813620674423873,283.5,55.5
1901,0,0,0,0.320798577275127,0.132763921283185,0.799141092225909,1.5,58.5
1902,0,0,0,0.434496549423784,-0.399294595234096,0.849095202516764,4.5,58.5
1903,0,0,0,0.84947480680421,0.0935950055718422,-0.790582271758467,7.5,58.5
1918,0,0,0,0.299172948580235,0.961688332725316,0.136228573042899,52.5,58.5
1927,0,0,1,-0.127308381721377,-0.912329164799303,-0.181721139233559,79.5,58.5
1947,0,0,0,0.227883910294622,-0.319575987756252,0.957920337561518,139.5,58.5
1950,0,0,0,0.25150150898844,0.903074345551431,-0.0987775488756597,148.5,58.5
1973,0,0,0,0.88863394362852,-0.966695661656559,-0.0888698538765311,217.5,58.5
1978,0,0,0,0.0126859517768025,0.983717846218497,0.790072134230286,232.5,58.5
1980,1,0,1,-0.336904834490269,0.891021139919758,-0.610594617202878,238.5,58.5
1983,0,1,1,-0.354300199076533,0.525973449926823,-0.678416366688907,247.5,58.5
1984,0,0,0,0.777874823659658,-0.078024978749454,-0.0212946045212448,250.5,58.5
1987,1,0,0,-0.562847958412021,0.0613508983515203,-0.750050173606724,259.5,58.5
1992,0,0,0,0.242529804818332,0.190430586226285,-0.407502132467926,274.5,58.5
1994,1,1,1,-0.297916246578097,0.955171469133347,0.796450877562165,280.5,58.5
1995,1,0,0,0.182439405936748,-0.819109763484448,0.594736775383353,283.5,58.5
1997,0,1,0,0.93147607985884,0.492196882143617,0.854517939966172,289.5,58.5
2000,0,1,0,-0.29802669538185,0.700324939098209,-0.750421627890319,298.5,58.5
2006,0,0,0,0.322995508555323,0.542088025249541,0.525645152200013,16.5,61.5
2013,0,0,0,0.030070970300585,-0.675294367130846,0.308151191566139,37.5,61.5
2018,0,0,0,0.564651462249458,0.655218776315451,-0.488197355531156,52.5,61.5
2028,0,0,0,0.115152914542705,-0.400589149910957,-0.0934878522530198,82.5,61.5
2032,0,0,0,-0.198749630711973,-0.0844427938573062,-0.906431746669114,94.5,61.5
2033,0,0,0,0.723704995587468,0.372698621824384,-0.0927730253897607,97.5,61.5
2037,0,0,0,-0.842580507043749,0.414895433932543,-0.996593001298606,109.5,61.5
2040,0,0,0,0.951993222814053,-0.785794115159661,0.380006072111428,118.5,61.5
2051,0,0,0,-0.822416323237121,-0.826835019048303,0.824997817631811,151.5,61.5
2054,0,0,0,-0.621144500095397,0.414666533004493,0.0698008150793612,160.5,61.5
2055,0,0,0,-0.721087349578738,-0.0116096842102706,0.980768005829304,163.5,61.5
2060,0,0,0,0.772240678779781,-0.169269797857851,0.595924664754421,178.5,61.5
2061,0,0,0,-0.65482556913048,-0.289948712103069,-0.224225705489516,181.5,61.5
2074,0,0,0,0.56018401728943,-0.0419389586895704,-0.432615074329078,220.5,61.5
2075,1,0,0,0.22853394690901,-0.626642633229494,-0.875744294375181,223.5,61.5
2080,0,1,1,-0.298501974437386,0.360352544579655,0.47745160292834,238.5,61.5
2084,0,0,0,-0.183883292600513,-0.017775165848434,-0.256810200400651,250.5,61.5
2085,0,0,0,-0.0674318531528115,-0.589265746995807,-0.820941775105894,253.5,61.5
2095,1,0,1,0.820591064635664,0.556822506245226,-0.127293145284057,283.5,61.5
2096,0,1,0,-0.361721399705857,0.736486525740474,-0.358542500529438,286.5,61.5
2099,0,1,1,0.308061472140253,0.69476274214685,0.359139357693493,295.5,61.5
2102,0,0,0,-0.083104673307389,-0.58418359560892,0.666038467083126,4.5,64.5
2105,0,0,0,-0.361446334514767,0.997269044164568,-0.730418287217617,13.5,64.5
2109,0,0,0,0.366517941467464,-0.654945732094347,-0.495792019646615,25.5,64.5
2111,0,0,0,-0.211126281879842,0.975683911237866,-0.392407378647476,31.5,64.5
2115,0,0,0,-0.470590198878199,0.464911529794335,-0.281276292633265,43.5,64.5
2119,0,0,0,-0.243953883647919,-0.547026845160872,-0.842716842889786,55.5,64.5
2120,0,0,0,-0.0501163918524981,-0.886541740037501,0.650927932932973,58.5,64.5
2122,0,0,0,0.645524425897747,-0.567461233120412,0.565957907121629,64.5,64.5
2123,0,0,0,0.899399510584772,-0.487933463882655,-0.0463396059349179,67.5,64.5
2124,0,0,0,0.924374851863831,-0.370075127575547,0.0827331924811006,70.5,64.5
2125,0,0,0,-0.624176312237978,-0.678308577276766,0.310330324806273,73.5,64.5
2127,0,0,0,-0.435034585185349,-0.591257310472429,0.0259618470445275,79.5,64.5
2128,0,0,0,-0.0108106159605086,0.717625082470477,-0.487784009426832,82.5,64.5
2136,0,0,0,-0.135943653061986,0.602833668235689,-0.777030534576625,106.5,64.5
2140,0,0,0,0.782469161320478,-0.15381366154179,-0.4343216791749,118.5,64.5
2143,0,0,0,0.254423177801073,0.963881962001324,-0.183482945431024,127.5,64.5
2148,0,0,0,-0.305917769670486,0.200343957170844,0.712254857178777,142.5,64.5
2159,0,0,0,-0.898161594290286,0.692416828125715,0.692081029992551,175.5,64.5
2162,0,0,0,0.276124518364668,0.180394144263119,-0.948798582423478,184.5,64.5
2163,0,0,0,0.984859973192215,0.49430974572897,0.63881857926026,187.5,64.5
2166,0,0,0,-0.580525693017989,-0.244129984173924,0.763322444632649,196.5,64.5
2174,0,0,0,-0.938737624790519,0.735228260979056,-0.766630699858069,220.5,64.5
2177,0,0,0,0.560126681346446,-0.328544778283685,-0.404580439906567,229.5,64.5
2185,0,0,0,-0.528223268222064,-0.163296495098621,0.168648591730744,253.5,64.5
2192,1,0,0,-0.34316074103117,-0.0276103639043868,-0.352737116161734,274.5,64.5
2204,0,0,0,0.49397477414459,0.275832752231508,-0.160933393519372,10.5,67.5
2206,0,0,0,0.466148835141212,-0.814460069406778,-0.767077363096178,16.5,67.5
2212,0,0,0,0.586251667235047,0.993528755381703,0.0219828095287085,34.5,67.5
2215,0,0,0,-0.143958369735628,-0.355609683785588,0.667200213763863,43.5,67.5
2217,0,0,0,-0.494365936145186,0.280471267644316,0.403212162200361,49.5,67.5
2221,0,0,0,0.628631618339568,-0.348909578751773,-0.5953090605326,61.5,67.5
2226,0,0,0,-0.271268717944622,-0.703085587359965,0.478300871327519,76.5,67.5
2229,0,0,0,0.170779948122799,0.473271446768194,-0.421698439866304,85.5,67.5
2237,0,0,0,-0.489969620015472,-0.421299105510116,-0.0895635122433305,109.5,67.5
2238,0,0,0,-0.30929645569995,-0.207010104786605,-0.712443355470896,112.5,67.5
2240,0,0,0,0.262215801514685,0.00115989008918405,-0.346240964718163,118.5,67.5
2242,0,0,0,0.290684789419174,0.978003932163119,-0.526028865948319,124.5,67.5
2246,0,0,0,-0.569400656502694,-0.162610467988998,-0.0562374573200941,136.5,67.5
2265,0,0,0,0.254074656870216,-0.952119819354266,0.906742954626679,193.5,67.5
2268,1,0,0,-0.114294837694615,0.00996144022792578,-0.167908000294119,202.5,67.5
2269,0,0,0,-0.982406160794199,0.338690837379545,-0.0854542613960803,205.5,67.5
2273,0,0,0,-0.953887620009482,0.792671241331846,0.710496361833066,217.5,67.5
2274,0,0,0,-0.273217261768878,-0.433455262333155,-0.622315391898155,220.5,67.5
2275,0,0,0,0.489022897556424,0.619303948711604,0.363532848190516,223.5,67.5
2281,1,1,0,0.809232740197331,-0.640452032443136,0.299266783986241,241.5,67.5
2282,0,0,0,-0.929478890262544,0.118676570244133,0.244832661468536,244.5,67.5
2285,1,0,0,-0.0179019276984036,0.161964581348002,-0.199145202059299,253.5,67.5
2287,0,0,0,0.439865048974752,0.880489046685398,0.786506803240627,259.5,67.5
2292,0,0,1,-0.746429049409926,-0.477743364870548,-0.940538721159101,274.5,67.5
2305,0,0,0,-0.305076519493014,-0.484965190291405,-0.227260640822351,13.5,70.5
2311,0,0,0,0.827777829952538,-0.178679971490055,-0.604377944488078,31.5,70.5
2328,0,0,0,-0.0124188484624028,0.474231887143105,0.555684231221676,82.5,70.5
2339,0,0,0,0.924435674678534,0.460243850946426,0.781195410061628,115.5,70.5
2340,0,0,0,0.197857449762523,0.833882117643952,-0.497867451515049,118.5,70.5
2344,0,0,0,0.229095392860472,-0.370944387745112,0.0808175723068416,130.5,70.5
2348,0,0,0,0.0273631545715034,0.411344670224935,-0.299410556908697,142.5,70.5
2349,0,0,0,-0.653686918318272,0.592961224727333,-0.684022009838372,145.5,70.5
2350,0,0,0,0.217735141515732,0.032514039427042,0.241987007670105,148.5,70.5
2352,0,0,0,0.0263478946872056,-0.626114481594414,-0.99534460529685,154.5,70.5
2361,0,0,0,0.825645566917956,-0.905107040889561,-0.532999373972416,181.5,70.5
2367,0,0,0,-0.646104344632477,0.123003343120217,-0.109353957697749,199.5,70.5
2368,1,1,1,-0.857573625165969,0.177461121231318,-0.47582616796717,202.5,70.5
2377,0,0,0,0.958310958463699,-0.741754844784737,0.0575218396261334,229.5,70.5
2382,0,0,1,0.590073224157095,0.161162665579468,0.514938467182219,244.5,70.5
2389,1,0,0,-0.805482073687017,-0.368610098492354,0.286074518691748,265.5,70.5
2390,0,1,0,0.32165506016463,0.26941658789292,0.672158222645521,268.5,70.5
2393,0,0,0,0.319738131947815,0.623883954714984,-0.0242759515531361,277.5,70.5
2396,0,1,0,-0.273656237870455,0.690216104034334,-0.727422619238496,286.5,70.5
2398,0,0,0,-0.699481255374849,0.600705723278224,0.977393744513392,292.5,70.5
2399,0,0,1,0.323825341183692,-0.300424692686647,-0.283334084786475,295.5,70.5
2402,1,0,1,-0.362978777848184,-0.880842983722687,0.0701431254856288,4.5,73.5
2414,0,0,0,-0.343352394644171,0.825738376472145,-0.680210754275322,40.5,73.5
2418,0,0,0,0.293675960507244,-0.680259473621845,-0.626078451052308,52.5,73.5
2429,0,0,0,-0.516116379294544,-0.0696493606083095,-0.571438203565776,85.5,73.5
2430,0,0,0,0.717781909741461,0.728002501651645,0.200837369542569,88.5,73.5
2437,0,0,0,-0.41483604721725,-0.408946162555367,-0.389095188118517,109.5,73.5
2442,0,0,0,-0.76967867044732,-0.0541860503144562,0.283015524037182,124.5,73.5
2448,0,0,0,-0.945578054990619,0.0718851708807051,-0.0712904818356037,142.5,73.5
2452,0,0,0,-0.944854135625064,-0.514027328696102,0.243053438141942,154.5,73.5
2454,0,0,0,0.423015086445957,-0.496766099240631,-0.81280406890437,160.5,73.5
2455,0,0,0,0.94902106653899,0.912400243803859,0.430990285240114,163.5,73.5
2457,0,0,0,0.960959753021598,0.735106564126909,0.856782475952059,169.5,73.5
2461,0,0,0,0.0309484242461622,0.841768210753798,-0.746976915746927,181.5,73.5
2463,1,0,1,-0.0555434385314584,-0.53835338447243,0.518564539030194,187.5,73.5
2464,0,0,0,-0.31148444628343,-0.550957994535565,-0.531470593996346,190.5,73.5
2465,0,0,0,-0.236538963858038,-0.0544808027334511,0.695834538433701,193.5,73.5
2467,0,0,0,-0.191030309069902,-0.811322900466621,-0.769748185761273,199.5,73.5
2469,0,0,0,-0.88374432688579,-0.00539376307278872,-0.3015753836371,205.5,73.5
2472,0,0,0,-0.209554724860936,0.181292940862477,-0.227272612974048,214.5,73.5
2483,1,0,1,0.161159486975521,-0.39743675943464,-0.465326866600662,247.5,73.5
2485,1,0,0,0.747840493451804,0.0433322847820818,-0.985414399765432,253.5,73.5
2489,1,0,1,0.591509894002229,0.343431846238673,0.449781516566873,265.5,73.5
2513,0,0,0,-0.963012842461467,-0.40521425427869,-0.870198224671185,37.5,76.5
2516,0,0,0,-0.521045499015599,-0.573382653761655,-0.394547509495169,46.5,76.5
2517,0,0,0,-0.702076498419046,0.550071741454303,0.680628430098295,49.5,76.5
2519,0,0,0,-0.34775563981384,-0.291785635985434,0.156376724131405,55.5,76.5
2529,0,0,0,-0.933626309037209,-0.80477495258674,0.641261458862573,85.5,76.5
2533,0,0,0,0.60100771067664,-0.139655273873359,0.393155525904149,97.5,76.5
2542,0,0,0,0.117175024468452,-0.858158017508686,0.167815652675927,124.5,76.5
2543,0,0,0,-0.587675837334245,-0.870422770269215,-0.551376979332417,127.5,76.5
2547,0,0,0,0.877658886369318,0.170628400985152,-0.801899140700698,139.5,76.5
2554,0,0,0,-0.582286834251136,-0.998528870753944,0.307488568592817,160.5,76.5
2555,0,0,0,0.568017370533198,-0.337741665076464,-0.758338483050466,163.5,76.5
2559,0,0,0,0.34841330954805,-0.627804868388921,-0.0948711638338864,175.5,76.5
2563,0,0,0,-0.464129682164639,-0.533010149374604,0.101922139991075,187.5,76.5
2571,0,0,0,-0.314295256976038,-0.118983987253159,-0.438836852554232,211.5,76.5
2576,0,0,0,0.48517185356468,0.848198543768376,-0.0948649025522172,226.5,76.5
2585,0,1,0,-0.677833084017038,0.257397237699479,-0.136632870417088,253.5,76.5
2596,0,0,0,0.428419277537614,-0.834237889386714,-0.675421144813299,286.5,76.5
2597,0,0,1,-0.396026464644819,0.320991867687553,0.0706069706939161,289.5,76.5
2610,0,0,0,0.0896898359060287,0.30974536947906,0.198092731181532,28.5,79.5
2614,0,0,0,0.742143391631544,0.110809969250113,0.499075855594128,40.5,79.5
2619,0,0,0,0.329531087074429,-0.15522132255137,0.144606139045209,55.5,79.5
2623,0,0,0,0.186132281553,0.505124105140567,-0.0543376137502491,67.5,79.5
2624,0,0,0,0.499400188215077,-0.0771180405281484,-0.769217991735786,70.5,79.5
2627,0,0,0,-0.524265949148685,0.297875586431473,0.376096720807254,79.5,79.5
2629,0,0,0,0.0696374638937414,0.423634354490787,-0.128769835922867,85.5,79.5
2641,0,0,0,-0.383263628929853,0.573571078013629,0.0742595149204135,121.5,79.5
2649,0,0,0,-0.090210011228919,-0.310398842208087,0.446786357089877,145.5,79.5
2652,0,0,0,-0.734761631116271,-0.505070950835943,-0.378598594572395,154.5,79.5
2659,0,0,0,0.34575179265812,-0.362235031090677,0.12431536661461,175.5,79.5
2668,0,0,0,-0.539641426410526,-0.88018135400489,-0.111742588225752,202.5,79.5
2672,1,1,1,0.942334011662751,-0.141250963322818,0.66515055950731,214.5,79.5
2678,1,0,0,-0.748719729948789,-0.344574321992695,0.297890445683151,232.5,79.5
2692,0,1,0,0.0802782266400754,0.177919946145266,-0.217303251381963,274.5,79.5
2695,0,0,0,-0.795262009371072,0.105644660070539,-0.500248375348747,283.5,79.5
2701,0,0,0,-0.0710317282937467,-0.131745473481715,-0.997571208048612,1.5,82.5
2735,0,0,0,0.00801944639533758,0.3215326895006,0.0723612019792199,103.5,82.5
2737,0,0,0,-0.400190763175488,-0.992488487623632,0.374647637363523,109.5,82.5
2748,0,0,0,-0.646577415522188,0.300413275603205,-0.201908079907298,142.5,82.5
2749,1,1,1,0.382422557100654,0.80388690251857,-0.977212450932711,145.5,82.5
2760,0,0,0,-0.495242168195546,-0.159447833430022,0.749645318835974,178.5,82.5
2765,0,0,0,-0.897789565380663,0.686782331671566,0.790930982213467,193.5,82.5
2767,0,0,0,0.0178661020472646,-0.453747952356935,-0.593507459387183,199.5,82.5
2768,0,0,0,0.293841474689543,-0.170423377770931,0.247540205251426,202.5,82.5
2773,0,0,0,-0.635152603499591,-0.93197229783982,-0.964724367018789,217.5,82.5
2777,1,0,0,0.613540514372289,0.92944148927927,-0.610910536721349,229.5,82.5
2780,0,0,0,0.768234096933156,0.968831533566117,-0.38953467970714,238.5,82.5
2791,1,0,1,0.507252410519868,0.294318545609713,-0.479737003799528,271.5,82.5
2792,1,0,1,0.950577228330076,-0.667675846256316,0.169752107001841,274.5,82.5
2795,0,0,0,-0.057500303722918,-0.885397356934845,-0.564854866825044,283.5,82.5
2800,0,0,0,-0.441772908903658,0.833511660341173,-0.239535032771528,298.5,82.5
2801,0,0,0,-0.735195891465992,-0.640978352632374,0.365330405067652,1.5,85.5
2808,0,0,1,-0.60832474892959,0.454631692264229,0.214212188962847,22.5,85.5
2831,0,0,0,-0.103431556839496,0.39436739590019,-0.713062964845449,91.5,85.5
2834,0,0,0,-0.637928127776831,0.409815199207515,-0.0670329215936363,100.5,85.5
2845,0,0,0,0.214126049540937,-0.0968830431811512,0.738462186884135,133.5,85.5
2859,0,0,0,-0.470167459454387,-0.448293411638588,-0.344499829690903,175.5,85.5
2860,0,0,0,0.558997404295951,0.565260071307421,-0.885681238025427,178.5,85.5
2861,0,0,0,0.763777427840978,0.763059792108834,-0.737044176086783,181.5,85.5
2862,0,0,0,-0.845687026157975,0.18686749972403,-0.351767472457141,184.5,85.5
2863,0,0,0,-0.140277002938092,0.922066317871213,-0.113623092882335,187.5,85.5
2887,0,0,0,-0.828852225095034,-0.842425410170108,-0.717037483584136,259.5,85.5
2889,0,0,0,0.305041780695319,-0.605732801835984,-0.514463133644313,265.5,85.5
2893,0,1,1,0.850505022332072,0.122859610710293,-0.925477793905884,277.5,85.5
2896,1,0,1,-0.540574617218226,-0.403133261948824,0.094967576675117,286.5,85.5
2897,0,0,0,0.256201681680977,0.515246047172695,0.411834393627942,289.5,85.5
2899,0,1,0,-0.696780290920287,0.85520268464461,-0.0177229326218367,295.5,85.5
2901,1,1,0,0.999868369661272,-0.572749569546431,0.950648576021194,1.5,88.5
2907,0,0,0,0.956245003268123,-0.893100280314684,0.00479497015476227,19.5,88.5
2909,0,0,0,-0.0551435444504023,-0.669821429532021,-0.878417495172471,25.5,88.5
2912,0,0,0,0.33765941252932,-0.383751331828535,-0.795720145571977,34.5,88.5
2913,0,0,0,-0.79370692698285,-0.616470479406416,0.645270829554647,37.5,88.5
2917,0,0,0,0.17250661412254,-0.74246824812144,-0.054518727120012,49.5,88.5
2923,0,0,0,-0.0268048229627311,-0.129709750413895,-0.411318743601441,67.5,88.5
2941,0,0,0,0.634040845092386,-0.951404224615544,0.564175249543041,121.5,88.5
2946,0,0,0,-0.534571132156998,0.327775848563761,-0.729561306070536,136.5,88.5
2948,0,0,0,-0.322711300104856,-0.452407574746758,0.882440381683409,142.5,88.5
2950,0,1,0,0.772385554388165,0.438439706340432,-0.468823911156505,148.5,88.5
2956,0,0,0,0.50196890020743,-0.530619575642049,0.570511823054403,166.5,88.5
2968,0,0,0,0.727322594728321,0.417133696377277,-0.262837829999626,202.5,88.5
2969,0,0,0,0.202863872051239,0.691199195105582,0.69380999263376,205.5,88.5
2970,0,0,0,-0.168999405112118,0.573653317987919,-0.614384286571294,208.5,88.5
2971,0,0,0,0.921924555674195,-0.076721912715584,0.735576660837978,211.5,88.5
2972,0,0,0,0.43147415202111,-0.895309960003942,-0.0153842405416071,214.5,88.5
2974,0,0,0,0.276709598023444,-0.624760773032904,-0.0535871805623174,220.5,88.5
2980,1,0,0,-0.136485383845866,0.878683525603265,0.224377911072224,238.5,88.5
2981,0,0,0,-0.242066085804254,-0.893375176005065,-0.172578119672835,241.5,88.5
2984,0,0,0,0.111050166189671,0.55674682976678,0.30704858340323,250.5,88.5
2990,0,0,0,0.890119943302125,-0.128361641429365,-0.155912409536541,268.5,88.5
2994,0,1,1,0.0862458250485361,0.531344460323453,0.991864306852221,280.5,88.5
2997,0,0,1,-0.62680646032095,-0.739472521934658,0.23929788172245,289.5,88.5
2999,0,0,0,-0.588934768922627,-0.838491855189204,-0.765931244008243,295.5,88.5
3000,0,0,0,0.392331714741886,0.238494672812521,-0.907518457621336,298.5,88.5
3006,0,0,0,0.811302436050028,0.534796753898263,0.122314734850079,16.5,91.5
3007,1,0,1,-0.225745474919677,0.0687685301527381,0.204644820652902,19.5,91.5
3032,0,0,0,0.956509134266526,-0.0205831350758672,-0.15229471353814,94.5,91.5
3033,0,0,0,-0.370180275756866,0.93980254791677,0.558351261075586,97.5,91.5
3042,0,0,0,-0.729122877586633,0.984944046940655,0.101566295605153,124.5,91.5
3051,0,0,0,-0.691244195215404,0.701453381683677,-0.136373607907444,151.5,91.5
3052,1,1,1,0.666645411867648,-0.571479873266071,-0.0237060505896807,154.5,91.5
3067,0,1,0,0.455808040685952,0.501395935658365,0.372962067369372,199.5,91.5
3072,1,0,0,-0.250457908958197,0.88309233635664,0.670317875221372,214.5,91.5
3083,1,1,1,0.497986590024084,0.369674135465175,0.605682020075619,247.5,91.5
3096,1,0,0,0.546383363660425,-0.48471087962389,-0.558149895165116,286.5,91.5
3099,0,0,0,0.79303686786443,-0.274334372021258,0.882288883905858,295.5,91.5
3100,0,0,0,-0.514147250447422,-0.0773824444040656,-0.576466131489724,298.5,91.5
3112,0,0,0,-0.67479488439858,-0.0615106984041631,-0.67499790713191,34.5,94.5
3113,0,0,0,-0.807734877802432,0.86136446101591,0.276852661278099,37.5,94.5
3128,0,0,0,0.874450193718076,-0.538715354166925,-0.936577058862895,82.5,94.5
3134,0,0,0,0.234210789203644,-0.704794386867434,0.67357830144465,100.5,94.5
3146,0,0,0,-0.936127400025725,0.415184030309319,-0.945635332725942,136.5,94.5
3147,0,0,0,-0.315384397283196,0.842929547186941,0.870267029851675,139.5,94.5
3151,0,0,0,-0.217104593291879,0.543345501180738,0.584358381573111,151.5,94.5
3157,0,0,0,-0.295765991322696,0.258460365235806,-0.126380491070449,169.5,94.5
3161,0,0,0,0.349697100929916,0.391763435676694,0.946894090622663,181.5,94.5
3164,0,0,0,0.751660834532231,0.0925495158880949,-0.0853086719289422,190.5,94.5
3175,1,1,0,-0.644770347047597,-0.571341293863952,0.268339651171118,223.5,94.5
3180,0,0,0,0.905624264385551,0.419806071557105,-0.524614717345685,238.5,94.5
3187,0,0,0,0.713573007378727,-0.461811640299857,0.557762315496802,259.5,94.5
3193,1,0,0,0.938210635446012,-0.163473111111671,-0.681000229436904,277.5,94.5
3199,0,0,0,0.612744607962668,0.693054181523621,-0.211047670338303,295.5,94.5
3208,0,0,0,-0.842677058652043,0.824217475485057,-0.111548953689635,22.5,97.5
3220,0,0,0,-0.980109674856067,0.277072232682258,0.347497456241399,58.5,97.5
3222,0,0,0,0.288453149609268,0.196453033015132,-0.982687205541879,64.5,97.5
3230,0,0,0,0.507328475359827,0.864185752347112,-0.516585917212069,88.5,97.5
3239,0,0,0,0.396171514876187,-0.719115022104234,0.694264441728592,115.5,97.5
