"cellid","y1","y2","y3","g1","g2","g3","time","x.loc","y.loc"
1561,0,1,0,-0.821072066668421,-0.557292278856039,0.86902060220018,2,181.5,46.5
1561,0,0,0,0.0430297376587987,-0.953916965052485,0.280562702566385,3,181.5,46.5
1561,0,0,0,0.840776369906962,-0.820081639569253,0.594155549071729,4,181.5,46.5
1561,1,1,0,0.023765463847667,0.0245675584301353,-0.728412964381278,5,181.5,46.5
1562,0,1,0,0.04615094140172,-0.60298088286072,-0.339777682442218,1,184.5,46.5
1562,0,1,0,-0.33343683835119,0.228253208566457,-0.587896345648915,2,184.5,46.5
1562,0,0,0,0.978248103987426,0.280753931496292,0.368941870518029,3,184.5,46.5
1562,0,0,0,0.770290161948651,-0.660340616479516,0.399860407691449,4,184.5,46.5
1562,1,0,1,-0.440766708925366,0.330537765286863,-0.709471731912345,5,184.5,46.5
1565,0,0,0,-0.324168674182147,0.324937442317605,-0.0723888394422829,1,193.5,46.5
1565,0,0,0,-0.895338337868452,0.566296901088208,-0.262743358500302,2,193.5,46.5
1565,0,0,1,-0.25687831826508,0.962499042972922,0.338012505788356,3,193.5,46.5
1565,0,0,0,-0.0189450616016984,-0.904426475055516,0.534921947401017,4,193.5,46.5
1565,0,0,1,-0.145642230752856,-0.653876868076622,-0.863489316776395,5,193.5,46.5
1567,0,0,0,0.0587143199518323,-0.713901625480503,-0.291899321135134,1,199.5,46.5
1567,0,0,0,0.750748442020267,0.152657721657306,-0.781976705882698,2,199.5,46.5
1567,NA,0,0,0.570675709284842,0.67522101663053,0.842122049536556,3,199.5,46.5
1567,0,0,0,-0.652311747893691,-0.655026242136955,0.123134826309979,4,199.5,46.5
1567,0,0,1,0.953512347303331,-0.25205338280648,-0.788573019206524,5,199.5,46.5
1571,NA,0,0,0.775297896005213,0.850494404323399,0.287978671025485,1,211.5,46.5
1571,0,1,1,0.611056679859757,-0.251618514768779,0.503035495057702,2,211.5,46.5
1571,0,0,0,-0.974533778149635,-0.834666102193296,-0.121432001702487,3,211.5,46.5
1571,0,0,1,-0.744176112115383,-0.52322972426191,-0.959739682730287,4,211.5,46.5
1571,0,0,0,-0.819865206256509,0.813920134678483,0.646652394440025,5,211.5,46.5
1580,NA,0,0,-0.645898663438857,-0.683292551897466,0.124900081194937,1,238.5,46.5
1580,0,0,0,-0.900525769684464,-0.933886656537652,0.140419350937009,2,238.5,46.5
1580,0,0,0,-0.307217180728912,-0.630103823263198,0.804800621233881,3,238.5,46.5
1580,0,1,0,0.872811860404909,0.509495872072875,0.993692216929048,4,238.5,46.5
1580,NA,1,0,-0.114596863742918,-0.185836253222078,0.479760114103556,5,238.5,46.5
1585,0,0,0,-0.76944778393954,-0.259327686857432,-0.433186157140881,1,253.5,46.5
1585,0,0,0,-0.0848295548930764,-0.314145264215767,-0.516196094453335,2,253.5,46.5
1585,0,0,0,-0.507574330084026,0.459043394774199,-0.498445176985115,3,253.5,46.5
1585,0,0,0,0.0357175599783659,0.426043910440058,0.0680521558970213,4,253.5,46.5
1585,0,0,0,0.638690610881895,0.188615196850151,-0.651203171350062,5,253.5,46.5
1587,0,0,0,0.729568268172443,-0.694159776438028,0.964208276476711,1,259.5,46.5
1587,0,0,0,0.0441518262960017,-0.467879388015717,0.300939354114234,2,259.5,46.5
1587,0,0,0,-0.910480858758092,0.491143745370209,0.267188634257764,3,259.5,46.5
1587,NA,0,0,0.196958163287491,-0.789137711748481,0.833576504606754,4,259.5,46.5
1587,0,0,0,0.766991775017232,0.382941107731313,-0.817789507564157,5,259.5,46.5
1588,0,0,0,-0.00241069681942463,0.88789273519069,0.712672784458846,1,262.5,46.5
1588,0,0,0,-0.189489461481571,0.380359846167266,-0.472115903627127,2,262.5,46.5
1588,0,0,NA,-0.159764242358506,-0.241231103893369,0.146416742354631,3,262.5,46.5
1588,0,0,0,0.667523031122983,0.0899570346809924,0.56701953150332,4,262.5,46.5
1588,0,0,1,0.0332627850584686,-0.243375227786601,-0.448977530468255,5,262.5,46.5
1596,0,0,0,0.0918639921583235,0.473133234772831,0.605720775667578,1,286.5,46.5
1596,0,0,0,-0.367694216780365,-0.415145975537598,-0.102642497047782,2,286.5,46.5
1596,0,0,1,-0.624570250976831,-0.036903487984091,-0.769707241095603,3,286.5,46.5
1596,0,NA,0,0.279855683911592,-0.253419812768698,0.832422631792724,4,286.5,46.5
1596,0,NA,0,-0.888569357339293,-0.202211655676365,0.638983453158289,5,286.5,46.5
1598,0,0,0,0.235730375163257,0.313183427322656,0.55650862166658,1,292.5,46.5
1598,0,NA,0,0.637690986506641,0.499575445894152,0.561049451120198,2,292.5,46.5
1598,0,0,0,0.290829117875546,0.953411355149001,-0.168540278915316,3,292.5,46.5
1598,0,0,0,0.560409424360842,-0.266407768242061,0.106203787960112,4,292.5,46.5
1598,0,0,0,-0.479106158018112,-0.912013031542301,0.0236610490828753,5,292.5,46.5
1605,0,0,NA,0.631784645840526,-0.219311892520636,0.870227465871722,1,13.5,49.5
1605,0,NA,0,-0.259661968331784,0.309938045218587,0.968372936360538,2,13.5,49.5
1605,0,0,0,-0.588204233441502,0.0185983758419752,0.548652815166861,3,13.5,49.5
1605,0,0,0,-0.423810421023518,0.576413282658905,0.403463048394769,4,13.5,49.5
1605,0,NA,0,0.342490234412253,0.941596076823771,-0.676937096286565,5,13.5,49.5
1608,NA,0,0,-0.932582290377468,0.712843349203467,0.751530195120722,1,22.5,49.5
1608,NA,0,0,0.128775659482926,-0.481327237095684,-0.371867099311203,2,22.5,49.5
1608,0,0,0,0.313475025817752,0.590922029688954,0.904315827414393,3,22.5,49.5
1608,0,0,0,0.922049702610821,0.458734002895653,-0.238850350957364,4,22.5,49.5
1608,0,0,0,0.364874531980604,-0.341816692147404,0.58827815297991,5,22.5,49.5
1609,0,0,0,0.995559827424586,0.916509114671499,0.55809777462855,1,25.5,49.5
1609,NA,0,0,0.1523073380813,0.190207910723984,-0.702020696830004,2,25.5,49.5
1609,0,0,0,0.828264381736517,0.742957478854805,-0.693282500840724,3,25.5,49.5
1609,NA,NA,0,-0.132686775177717,-0.748274891637266,0.723064026329666,4,25.5,49.5
1609,0,0,0,-0.197834630962461,-0.0930109680630267,0.368036428000778,5,25.5,49.5
1610,0,0,0,0.875322573352605,-0.648536652792245,-0.642293469514698,1,28.5,49.5
1610,0,0,0,0.375457672402263,-0.503476832062006,-0.704118738416582,2,28.5,49.5
1610,0,0,0,-0.459184424486011,0.405342650134116,0.476311054546386,3,28.5,49.5
1610,0,0,0,0.603286513127387,0.162723140791059,0.277207373641431,4,28.5,49.5
1610,0,0,0,-0.0131946438923478,-0.143564580008388,0.740102646872401,5,28.5,49.5
1615,0,0,0,-0.357077997177839,0.285075379535556,0.499162339605391,1,43.5,49.5
1615,0,0,0,0.25398982828483,-0.979889915790409,0.457274537999183,2,43.5,49.5
1615,0,0,0,-0.0289843594655395,0.295216917060316,0.738985130097717,3,43.5,49.5
1615,0,NA,0,-0.176322962157428,-0.327340980991721,0.985743844881654,4,43.5,49.5
1615,NA,0,0,0.177473893854767,-0.176156427711248,0.149336617439985,5,43.5,49.5
1618,0,0,0,0.307191307190806,0.751668724697083,-0.429569682106376,1,52.5,49.5
1618,0,0,0,0.639839019160718,0.801476656924933,0.537276329007,2,52.5,49.5
1618,0,0,0,0.323688039090484,-0.373392540495843,0.0231942017562687,3,52.5,49.5
1618,0,0,0,0.695610515307635,0.387420586310327,0.317252289503813,4,52.5,49.5
1618,0,0,0,-0.0793115370906889,0.838369642850012,-0.418387700337917,5,52.5,49.5
1623,0,0,0,-0.939619527664036,0.816262233071029,0.529995640739799,1,67.5,49.5
1623,0,0,0,0.0408125570975244,0.113896581809968,0.802318737376481,2,67.5,49.5
1623,0,0,0,0.118316352367401,0.363028707914054,0.217089416924864,3,67.5,49.5
1623,0,0,0,0.370101769454777,-0.268844082485884,-0.833767328411341,4,67.5,49.5
1623,0,0,NA,-0.837727138306946,-0.909563915338367,-0.835621399339288,5,67.5,49.5
1632,0,0,0,0.713806088082492,0.552236583549529,0.0601684520952404,1,94.5,49.5
1632,0,0,0,0.617388895712793,-0.0217021265998483,-0.236692206934094,2,94.5,49.5
1632,0,0,0,0.767492148559541,0.54202362941578,-0.151331975124776,3,94.5,49.5
1632,0,0,1,-0.00505104660987854,-0.850845546927303,0.424761058297008,4,94.5,49.5
1632,NA,0,0,-0.282854801043868,0.871798370033503,-0.234841796103865,5,94.5,49.5
1635,0,0,0,-0.114860521629453,-0.234427133575082,-0.416778273880482,1,103.5,49.5
1635,0,0,0,0.654878525994718,-0.620201315265149,-0.575142498128116,2,103.5,49.5
1635,0,0,0,-0.0103064505383372,0.193029555492103,0.143568416126072,3,103.5,49.5
1635,0,0,1,0.360915990546346,-0.083634449634701,-0.205446811858565,4,103.5,49.5
1635,NA,0,0,0.837499068584293,0.477978167589754,-0.400100958067924,5,103.5,49.5
1646,0,0,0,0.332831549458206,-0.737875713035464,0.289685290772468,1,136.5,49.5
1646,0,0,NA,0.487502340227365,0.421621536370367,0.22648259671405,2,136.5,49.5
1646,0,0,0,0.830011203885078,0.973577196709812,0.380230163224041,3,136.5,49.5
1646,NA,NA,1,0.92637843824923,0.313523097895086,-0.0293531469069421,4,136.5,49.5
1646,0,1,0,0.925769080407917,0.359126151539385,-0.880613452289253,5,136.5,49.5
1648,0,0,0,0.624691398814321,0.81571957282722,0.500213997904211,1,142.5,49.5
1648,0,0,0,-0.643604079261422,-0.745206203311682,-0.310528347268701,2,142.5,49.5
1648,0,0,0,-0.324888030067086,0.732824708335102,-0.429432324133813,3,142.5,49.5
1648,1,0,1,-0.760679576080292,-0.00809274986386299,0.226267151534557,4,142.5,49.5
1648,0,0,0,-0.883626254741102,0.696381232701242,0.651503652799875,5,142.5,49.5
1651,0,0,NA,0.297119708266109,-0.144859563093632,0.442321626469493,1,151.5,49.5
1651,0,0,0,0.781759697943926,0.858913992531598,-0.588045823387802,2,151.5,49.5
1651,0,0,NA,-0.936162129044533,-0.38794262195006,0.718240361195058,3,151.5,49.5
1651,0,0,0,0.617630354594439,-0.198370919097215,-0.577053267043084,4,151.5,49.5
1651,0,0,0,0.879377610050142,-0.0580529686994851,0.10639601200819,5,151.5,49.5
1653,0,0,0,-0.135102051310241,0.50449263304472,0.613041287753731,1,157.5,49.5
1653,1,1,1,-0.84752285387367,0.16805543936789,0.520752292126417,2,157.5,49.5
1653,0,0,0,0.830706457141787,0.514494638890028,-0.381112393923104,3,157.5,49.5
1653,0,0,NA,0.293244841974229,0.832224133424461,0.356082613579929,4,157.5,49.5
1653,0,0,0,0.279316866770387,-0.24934379151091,0.0562068470753729,5,157.5,49.5
1663,1,0,0,-0.19914740184322,0.564510995522141,0.370811323169619,1,187.5,49.5
1663,0,NA,1,-0.205626402515918,0.602594778407365,0.0131557756103575,2,187.5,49.5
1663,0,1,0,-0.0551904989406466,-0.029048569034785,-0.236289089545608,3,187.5,49.5
1663,1,1,1,0.183659000787884,-0.78956107236445,-0.146716032642871,4,187.5,49.5
1663,1,0,1,-0.281329777091742,-0.159537481144071,-0.78989510750398,5,187.5,49.5
1664,1,0,0,-0.977783523499966,-0.76604639692232,0.190110892057419,1,190.5,49.5
1664,0,1,1,-0.682149668689817,-0.573297508526593,-0.928033351898193,2,190.5,49.5
1664,1,0,NA,-0.895420955959707,0.699127059429884,0.0758276702836156,3,190.5,49.5
1664,0,0,0,-0.494146720506251,0.851620989385992,-0.459630959201604,4,190.5,49.5
1664,1,0,1,-0.694987507071346,-0.0390228242613375,-0.250673505477607,5,190.5,49.5
1678,0,0,0,-0.082283400464803,-0.948061334900558,-0.33393779816106,1,232.5,49.5
1678,NA,0,0,-0.00979275116696954,-0.289976987522095,-0.772772628813982,2,232.5,49.5
1678,0,0,0,-0.364666446112096,-0.299345606938004,-0.825920803006738,3,232.5,49.5
1678,0,NA,0,0.488219061866403,-0.0361130652017891,0.0386369312182069,4,232.5,49.5
1678,0,0,0,0.212108485866338,0.332215267233551,0.341375065501779,5,232.5,49.5
1680,0,NA,0,0.391724443528801,-0.765693086199462,0.371126398909837,1,238.5,49.5
1680,0,0,0,-0.867500808089972,-0.279064996633679,0.19345353776589,2,238.5,49.5
1680,NA,0,0,0.354230707045645,-0.196157922502607,0.831615633331239,3,238.5,49.5
1680,0,1,0,-0.79290526220575,-0.179209841880947,-0.761419278103858,4,238.5,49.5
1680,0,0,1,0.530720693990588,-0.474354893434793,-0.363689624704421,5,238.5,49.5
1683,0,NA,0,-0.0799952424131334,0.928947871085256,-0.318867338355631,1,247.5,49.5
1683,0,0,0,-0.154314238578081,0.97753816191107,-0.0324798417277634,2,247.5,49.5
1683,0,0,0,0.887459482066333,0.643310625106096,0.25015852926299,3,247.5,49.5
1683,0,0,0,-0.0676406514830887,0.0465891715139151,0.206439066212624,4,247.5,49.5
1683,NA,1,NA,0.816225291695446,0.211182470899075,-0.120656355749816,5,247.5,49.5
1690,0,0,NA,0.447899903636426,0.967145741451532,0.847445663996041,1,268.5,49.5
1690,0,0,0,-0.693180317990482,-0.451196480542421,-0.0865271193906665,2,268.5,49.5
1690,0,0,0,0.376318358816206,0.0347157726064324,0.853920547757298,3,268.5,49.5
1690,0,0,0,-0.451933227479458,0.314884704072028,0.751376105472445,4,268.5,49.5
1690,0,0,1,-0.59032920608297,-0.684837725479156,0.227187362965196,5,268.5,49.5
1691,0,0,0,0.40373540809378,0.772996274754405,-0.391255044844002,1,271.5,49.5
1691,0,0,0,0.851704841013998,0.864354855846614,-0.548860234674066,2,271.5,49.5
1691,1,0,0,-0.45653521688655,0.512991794385016,-0.5011822655797,3,271.5,49.5
1691,1,0,0,-0.781498350668699,-0.312400418333709,-0.222717522643507,4,271.5,49.5
1691,0,1,1,0.367349148727953,-0.9163001854904,-0.576040174812078,5,271.5,49.5
1693,0,0,0,0.190234072040766,0.856350141577423,0.149331593886018,1,277.5,49.5
1693,0,0,0,-0.542797967325896,-0.732727497816086,0.969681457150728,2,277.5,49.5
1693,0,0,0,-0.474870080593973,-0.739741354249418,0.782097412273288,3,277.5,49.5
1693,0,1,0,0.455034548416734,-0.231990101747215,0.117361275013536,4,277.5,49.5
1693,NA,0,NA,-0.832916364539415,-0.495462570339441,-0.812601825222373,5,277.5,49.5
1701,0,NA,0,-0.319040357135236,0.9695107745938,-0.107671673875302,1,1.5,52.5
1701,NA,0,0,0.116007178556174,0.181380462832749,0.238750643096864,2,1.5,52.5
1701,0,0,0,0.988845945335925,0.892021527979523,-0.567615044303238,3,1.5,52.5
1701,0,0,0,0.968429057858884,0.395731311757118,-0.935319188050926,4,1.5,52.5
1701,0,0,0,-0.576707600615919,-0.296687629073858,0.208654494024813,5,1.5,52.5
1702,0,0,0,-0.185203903820366,0.143651939928532,0.539924280717969,1,4.5,52.5
1702,0,0,NA,0.594267637934536,0.718738520052284,0.754276316147298,2,4.5,52.5
1702,0,0,NA,-0.462039812467992,-0.412385493051261,-0.630088266916573,3,4.5,52.5
1702,0,0,NA,-0.111249475274235,0.801188157871366,0.808429006952792,4,4.5,52.5
1702,0,0,0,0.361614722758532,0.91519759921357,0.664990155957639,5,4.5,52.5
1705,0,0,0,0.750261572189629,0.623546740040183,-0.563544818200171,1,13.5,52.5
1705,0,0,0,-0.897052014246583,0.52409197576344,0.0976092405617237,2,13.5,52.5
1705,0,0,0,-0.60542343556881,0.848734366241843,-0.749331928789616,3,13.5,52.5
1705,0,0,0,0.938095095101744,-0.163267441093922,-0.633160525467247,4,13.5,52.5
1705,0,0,0,0.960790870245546,-0.368927174713463,-0.00669493339955807,5,13.5,52.5
1717,0,NA,0,0.792464933358133,-0.815615319181234,0.724141539074481,1,49.5,52.5
1717,0,0,0,-0.366960764862597,-0.302806401159614,-0.943830414675176,2,49.5,52.5
1717,0,0,0,0.0290251486003399,-0.718165988102555,-0.686288887169212,3,49.5,52.5
1717,0,0,0,0.256299561355263,-0.501786800101399,-0.906691337469965,4,49.5,52.5
1717,NA,0,0,-0.356633857823908,-0.745532024651766,-0.296672555152327,5,49.5,52.5
1718,0,0,0,-0.948599518276751,0.234736109152436,0.000235551502555609,1,52.5,52.5
1718,0,0,0,0.442863130476326,-0.0180339948274195,0.0160999717190862,2,52.5,52.5
1718,0,0,0,0.225932192523032,-0.165475498884916,0.066596566233784,3,52.5,52.5
1718,0,0,0,0.578674592077732,-0.722957486286759,0.849197907373309,4,52.5,52.5
1718,0,0,0,0.254242445807904,-0.817205354105681,0.700170007534325,5,52.5,52.5
1719,0,0,0,-0.117553222924471,0.304172955919057,0.25091737927869,1,55.5,52.5
1719,0,0,0,0.374932148493826,0.923172631766647,-0.771796295884997,2,55.5,52.5
1719,NA,0,0,-0.27415018947795,-0.729634635150433,0.724947984796017,3,55.5,52.5
1719,0,NA,0,-0.851903736125678,-0.127308048773557,0.513760716188699,4,55.5,52.5
1719,0,NA,0,0.605707369744778,0.104292305186391,-0.546838696114719,5,55.5,52.5
1721,NA,0,0,0.143654752522707,0.225345572922379,-0.741305958479643,1,61.5,52.5
1721,0,0,0,0.866327970754355,-0.416620266158134,0.809281006455421,2,61.5,52.5
1721,0,NA,0,0.186619369313121,-0.235213136300445,0.600648624822497,3,61.5,52.5
1721,0,0,0,0.85000205039978,-0.976689380127937,0.85570957697928,4,61.5,52.5
1721,0,NA,0,0.568384841550142,-0.664711315184832,0.996367827057838,5,61.5,52.5
1722,0,0,NA,-0.434231232851744,-0.619722972158343,-0.3114621238783,1,64.5,52.5
1722,0,NA,0,0.934837917331606,-0.842671688180417,0.64931434718892,2,64.5,52.5
1722,0,0,0,0.776006119791418,0.122782779391855,-0.989362929482013,3,64.5,52.5
1722,NA,NA,0,-0.0167103311978281,-0.935746155213565,0.605965411756188,4,64.5,52.5
1722,1,1,0,-0.500328703317791,-0.918778725434095,0.658282071817666,5,64.5,52.5
1728,NA,0,0,-0.210800040513277,0.991294231265783,0.473243353888392,1,82.5,52.5
1728,0,0,0,0.756177217233926,0.893171689007431,0.160531415138394,2,82.5,52.5
1728,0,0,0,0.372724608983845,0.556694577913731,0.963977614417672,3,82.5,52.5
1728,NA,0,0,-0.475045319646597,0.616243303753436,-0.951857327017933,4,82.5,52.5
1728,0,0,0,0.518776235170662,-0.670993358828127,0.378821592312306,5,82.5,52.5
1729,NA,0,0,-0.165393291972578,-0.184578207321465,0.484862994868308,1,85.5,52.5
1729,0,0,0,-0.300320614129305,0.751745560672134,-0.0343049555085599,2,85.5,52.5
1729,0,0,0,-0.594278052914888,-0.970314244739711,0.627272177953273,3,85.5,52.5
1729,0,0,0,0.0652250815182924,-0.613682393915951,-0.360975126735866,4,85.5,52.5
1729,1,1,0,-0.897427547257394,-0.911801715847105,0.0264167664572597,5,85.5,52.5
1742,0,NA,0,-0.723711522761732,0.121671658009291,-0.676531623583287,1,124.5,52.5
1742,0,NA,0,-0.862713081296533,-0.998758192174137,0.197550244629383,2,124.5,52.5
1742,0,0,0,0.139866171870381,-0.797250497620553,-0.789279257413,3,124.5,52.5
1742,0,0,0,0.240332414861768,-0.787465665955096,-0.395531908143312,4,124.5,52.5
1742,0,0,0,-0.120449861045927,0.897189810406417,0.384538582526147,5,124.5,52.5
1754,0,0,0,0.847531287930906,-0.0884483214467764,-0.605225478298962,1,160.5,52.5
1754,0,0,NA,0.625184814445674,0.216660626698285,-0.887625230010599,2,160.5,52.5
1754,1,1,0,0.0977225452661514,-0.221009322442114,0.200593322981149,3,160.5,52.5
1754,0,NA,0,0.405823074281216,0.504855414386839,-0.453669502399862,4,160.5,52.5
1754,NA,0,0,0.492316557094455,-0.0707478350959718,-0.35981363710016,5,160.5,52.5
1757,0,NA,NA,-0.568963191471994,-0.283942199777812,-0.632834979332983,1,169.5,52.5
1757,0,0,0,-0.017798138782382,0.506839211564511,0.464400273747742,2,169.5,52.5
1757,1,1,1,-0.094537204131484,0.272019103635103,-0.18076468585059,3,169.5,52.5
1757,0,0,0,0.140748186502606,-0.863561089150608,0.929172678850591,4,169.5,52.5
1757,0,0,0,-0.108482331968844,0.792356399353594,0.284196272026747,5,169.5,52.5
1761,0,0,0,-0.842253615148365,0.0774171473458409,-0.906780768651515,1,181.5,52.5
1761,1,0,0,0.488055881578475,0.98655687039718,0.410175392404199,2,181.5,52.5
1761,0,0,0,-0.2847586912103,-0.770424109883606,0.591375481337309,3,181.5,52.5
1761,0,0,0,-0.806558878161013,0.434039137791842,0.934378977399319,4,181.5,52.5
1761,NA,NA,0,-0.136431040242314,-0.028891634196043,-0.647205146495253,5,181.5,52.5
1762,0,0,0,-0.296185582876205,0.4950339384377,0.718881905078888,1,184.5,52.5
1762,0,0,0,0.791053996887058,0.36509269149974,0.184768016450107,2,184.5,52.5
1762,NA,0,0,-0.0409621964208782,0.734615196939558,0.56239097006619,3,184.5,52.5
1762,0,0,0,-0.933692230843008,-0.303631670307368,0.149776983074844,4,184.5,52.5
1762,0,0,0,-0.726632182952017,0.48409372754395,0.10727866506204,5,184.5,52.5
1765,0,0,0,-0.75096267554909,0.442958069033921,0.629501584917307,1,193.5,52.5
1765,0,0,0,-0.661738231312484,-0.0707995505072176,0.22667869925499,2,193.5,52.5
1765,1,1,1,0.4109265091829,-0.523453686852008,-0.255839491263032,3,193.5,52.5
1765,0,0,NA,0.22241434501484,0.908921712543815,-0.983734248206019,4,193.5,52.5
1765,0,1,NA,-0.378771108575165,-0.917921011336148,0.193571314681321,5,193.5,52.5
1767,1,0,0,-0.391089918557554,-0.780325205530971,0.660083114635199,1,199.5,52.5
1767,0,0,0,0.259629740845412,0.0633550225757062,0.0111854346469045,2,199.5,52.5
1767,0,0,0,0.352615083567798,-0.689909405540675,0.685237331315875,3,199.5,52.5
1767,0,0,0,-0.376048725564033,-0.816812051925808,-0.0692838421091437,4,199.5,52.5
1767,0,0,0,-0.795595231465995,-0.733574161771685,0.30145728867501,5,199.5,52.5
1769,0,NA,0,0.130791821051389,0.238797758705914,0.985833888873458,1,205.5,52.5
1769,0,0,0,0.716909099835902,-0.419965247157961,-0.760469338856637,2,205.5,52.5
1769,0,0,0,0.0132651780731976,0.13296335702762,-0.546732972376049,3,205.5,52.5
1769,1,0,0,0.997770884539932,0.0248249648138881,0.895902444142848,4,205.5,52.5
1769,0,0,1,-0.506659746170044,-0.741926551330835,-0.952651740983129,5,205.5,52.5
1770,0,0,0,-0.000896770972758532,-0.341615946497768,-0.0430364347994328,1,208.5,52.5
1770,0,0,0,0.762035766616464,0.778769405558705,0.510568185709417,2,208.5,52.5
1770,0,1,0,-0.130360646173358,-0.213518163654953,0.878686376381665,3,208.5,52.5
1770,0,NA,1,0.452784975524992,-0.311416587792337,-0.626646800898015,4,208.5,52.5
1770,1,0,0,0.43148019304499,0.821754907723516,0.599320001434535,5,208.5,52.5
1775,0,0,0,0.126971397083253,0.499473719391972,0.524290472269058,1,223.5,52.5
1775,0,0,0,-0.948406709358096,-0.813824797514826,-0.657610388007015,2,223.5,52.5
1775,0,0,0,-0.587764584925026,0.672481168992817,0.601851218845695,3,223.5,52.5
1775,0,0,1,0.6396579076536,0.312509692274034,-0.341304096393287,4,223.5,52.5
1775,0,0,NA,0.0494078919291496,0.0191232594661415,-0.651271287351847,5,223.5,52.5
1782,0,0,0,-0.262252442073077,0.923427857458591,0.39069161657244,1,244.5,52.5
1782,0,0,0,-0.182713262271136,-0.296761272475123,-0.0837868214584887,2,244.5,52.5
1782,1,0,1,0.0889006326906383,0.0419678781181574,-0.872016990091652,3,244.5,52.5
1782,0,0,0,0.418968279380351,-0.535721000749618,0.682327061425894,4,244.5,52.5
1782,0,0,NA,0.829921616241336,-0.885251410771161,0.803885921370238,5,244.5,52.5
1783,0,0,0,0.815643266774714,-0.359131555072963,-0.11694800388068,1,247.5,52.5
1783,0,0,0,-0.581984636839479,-0.590489733964205,0.143666167277843,2,247.5,52.5
1783,0,0,1,0.0143844750709832,0.0820326283574104,-0.506520366761833,3,247.5,52.5
1783,0,0,0,-0.922127161175013,-0.617537833284587,-0.590224148705602,4,247.5,52.5
1783,0,0,0,-0.582892952021211,-0.0318414228968322,-0.620203847996891,5,247.5,52.5
1789,0,0,0,0.641988781280816,-0.780148564837873,0.954356628004462,1,265.5,52.5
1789,0,0,0,0.247997463680804,-0.756057509221137,0.896750141866505,2,265.5,52.5
1789,0,NA,0,-0.454868512228131,-0.0311567112803459,0.482413870748132,3,265.5,52.5
1789,1,1,0,-0.638820358086377,-0.790034245233983,0.539772995747626,4,265.5,52.5
1789,1,1,1,-0.652262658812106,-0.648834603838623,0.375268056523055,5,265.5,52.5
1791,0,0,0,-0.0690278746187687,-0.729749416932464,0.20541731826961,1,271.5,52.5
1791,NA,1,NA,-0.207149824127555,-0.714316063094884,0.769771965220571,2,271.5,52.5
1791,0,0,0,-0.467155917081982,0.134616970084608,0.447038545273244,3,271.5,52.5
1791,0,0,0,-0.110659787897021,0.74759282823652,0.392527023795992,4,271.5,52.5
1791,1,0,0,-0.849231334868819,0.527060085907578,0.424704799428582,5,271.5,52.5
1792,0,0,0,-0.651253651827574,-0.0679431813769042,-0.937420859001577,1,274.5,52.5
1792,0,0,0,-0.140298675745726,0.70406688330695,0.203105485532433,2,274.5,52.5
1792,0,1,1,0.630381651222706,-0.989359333645552,-0.172801468055695,3,274.5,52.5
1792,NA,0,0,-0.799895798787475,-0.358975541777909,0.267995682079345,4,274.5,52.5
1792,NA,1,1,0.441072065383196,-0.924952584784478,-0.843657080084085,5,274.5,52.5
1795,0,0,0,-0.153378650080413,0.911620423197746,0.24911196436733,1,283.5,52.5
1795,0,0,0,0.697596343699843,-0.514300924725831,-0.552874048240483,2,283.5,52.5
1795,0,0,0,0.227825209964067,0.890799143351614,0.575727932155132,3,283.5,52.5
1795,NA,0,0,0.576733477879316,-0.201281494461,-0.296697481535375,4,283.5,52.5
1795,0,0,0,0.288526175078005,-0.142312631476671,0.147841549944133,5,283.5,52.5
1799,0,0,0,0.962257082108408,0.441221344750375,0.431389284320176,1,295.5,52.5
1799,0,0,0,-0.0309417438693345,-0.782040493097156,-0.603194361552596,2,295.5,52.5
1799,0,0,0,-0.278737915214151,0.377514029853046,-0.16592030134052,3,295.5,52.5
1799,0,NA,0,0.538866464048624,-0.808063870295882,0.486107778269798,4,295.5,52.5
1799,0,0,0,-0.208012483082712,-0.408441218081862,-0.50292777037248,5,295.5,52.5
1801,0,0,0,-0.559581500012428,0.586035150568932,-0.867335232440382,1,1.5,55.5
1801,0,0,NA,-0.273456635419279,0.143431422766298,-0.912409909535199,2,1.5,55.5
1801,0,0,0,0.121246373280883,-0.330255972221494,-0.923422673717141,3,1.5,55.5
1801,0,0,0,-0.361455796752125,0.406983871478587,-0.657467512879521,4,1.5,55.5
1801,0,0,0,0.255211366340518,0.612932223826647,0.333656082861125,5,1.5,55.5
1804,0,NA,0,-0.758154775947332,0.478522977791727,0.902896342799067,1,10.5,55.5
1804,0,0,0,0.715844908263534,-0.20953203830868,0.656447136774659,2,10.5,55.5
1804,0,0,0,-0.94860661495477,0.163311865646392,-0.11294527631253,3,10.5,55.5
1804,0,0,0,0.87817379180342,0.7901132828556,0.69608983816579,4,10.5,55.5
1804,0,0,0,-0.309893345460296,-0.376190181355923,-0.324257787317038,5,10.5,55.5
1808,0,0,0,0.0979741178452969,-0.381861040834337,0.0354086551815271,1,22.5,55.5
1808,0,0,0,-0.0212278263643384,-0.0573352123610675,0.647460401058197,2,22.5,55.5
1808,NA,NA,1,0.658421452622861,0.768936775159091,-0.0201436984352767,3,22.5,55.5
1808,0,0,0,0.0481114150024951,-0.00998860690742731,-0.112337912898511,4,22.5,55.5
1808,0,0,0,0.574565612245351,-0.459013645071536,0.0937607390806079,5,22.5,55.5
1820,0,0,0,0.867843044921756,0.0134800863452256,-0.968806888442487,1,58.5,55.5
